,artist_uid,event_list,num_event,fav_venue,num_event_fav_venue,start_active_year,end_active_year,event_per_year,num_year_active
4010,1906944,"[5654023, 8078390, 8500841, 10057961, 10085733, 11449647, 11529554, 13466697, 16036455, 16632462]",10,Nau-haus,2,2007,2013,1.43,7
1288,11144809,"[1427020, 1512374, 2685986, 4108645, 4524664, 6360269, 6631448, 10021078, 12826899, 13062641]",10,Lawndale Art Center,5,2011,2018,1.25,8
189,1905218,"[226076, 1439281, 3789543, 4122420, 7710945, 9321318, 11164734, 12870884, 15588597, 15975019]",10,Sicardi | Ayers | Bacino,7,2008,2017,1.0,10
1727,13767635,"[1979918, 2052944, 2710498, 3231250, 4284944, 5076840, 7978697, 8078390, 10531690, 12471156]",10,Avant Garden,2,2010,2014,2.0,5
965,6497544,"[1046499, 3971159, 4904959, 5661197, 7587210, 11249191, 11973600, 13426914, 14351467, 16602892]",10,Anya Tish Gallery,5,2007,2019,0.77,13
65,13285963,"[95014, 704974, 3957634, 10769707, 10835490, 11408354, 12201196, 13707527, 14326480, 15856790]",10,Anya Tish Gallery,9,2007,2019,0.77,13
1959,7737339,"[2291469, 4025647, 6184040, 6338549, 7975882, 8355903, 9304581, 11066624, 11368227, 16160543]",10,Cardoza Fine Art,3,2007,2016,1.0,10
425,16490069,"[453265, 1025367, 2336137, 4230810, 6133217, 6272445, 6866907, 7204233, 9720286, 11670011]",10,DiverseWorks,1,2007,2015,1.11,9
542,14038510,"[570398, 1025367, 1176118, 2582170, 4721932, 8003073, 10814528, 14378923, 15126141, 15421515]",10,The Joannex,2,2007,2013,1.43,7
456,16538722,"[499301, 741680, 1579634, 3010434, 11059825, 13614607, 13712738, 13729631, 15156477, 15872959]",10,Moody Gallery,4,2009,2019,0.91,11
180,4238064,"[205831, 2269116, 2349505, 2905656, 4650770, 6059880, 7942019, 8441260, 9057745, 16036477]",10,Deborah Colton Gallery,5,2008,2017,1.0,10
821,4325242,"[913828, 1612070, 1781911, 3556135, 4014897, 5893389, 5918044, 6355900, 9947466, 10638868]",10,Fresh Arts,2,2010,2014,2.0,5
1254,11236753,"[1377801, 3016337, 6048425, 9720284, 11084768, 12328242, 12881625, 12920734, 13792763, 14521236]",10,DiverseWorks,3,2010,2016,1.43,7
1199,7716468,"[1315216, 4456608, 6184040, 8265582, 12000230, 13199548, 14068408, 14492801, 15849776, 15851281]",10,The Brandon,2,2008,2017,1.0,10
68,3998423,"[96758, 2835148, 7100462, 9152250, 10957141, 11031763, 13563708, 13582637, 13642644, 14786026]",10,Hooks-Epstein Galleries,3,2008,2019,0.83,12
2831,14509218,"[3526146, 3960620, 6089345, 7140875, 8169338, 11185407, 12139713, 14695289, 15892785, 16540672]",10,Aker Imaging Gallery,2,2010,2016,1.43,7
2140,6502843,"[2471354, 3016337, 3321359, 9720284, 10136333, 10655566, 12355031, 13792763, 14521236, 16187968]",10,DiverseWorks,4,2010,2014,2.0,5
636,10639992,"[709785, 1584465, 2201650, 2471354, 4322708, 8845289, 10655566, 10932253, 13792763, 15364437]",10,DiverseWorks,4,2009,2015,1.43,7
1634,1132371,"[1888145, 3131304, 7131947, 7213433, 9390508, 11042716, 11965887, 12317280, 13081397, 15776569]",10,Foltz Fine Art,6,2007,2019,0.77,13
1455,11556352,"[1610986, 2268032, 2703182, 4270836, 6631599, 7566148, 12570366, 13479695, 14498298, 16503350]",10,Hello Lucky,8,2009,2011,3.33,3
706,16027522,"[774879, 819381, 2130309, 4635087, 6133217, 6423309, 7385661, 10595798, 14492801, 14652713]",10,Lawndale Art Center,3,2008,2016,1.11,9
707,5635068,"[779288, 3241699, 5083248, 5971238, 7196671, 8728933, 9666045, 11702349, 14105678, 16499310]",10,Zoya Tommy Contemporary,5,2008,2017,1.0,10
59,3168682,"[95014, 997065, 4664831, 7928633, 8633133, 10808414, 13076547, 13755351, 14769377, 15482596]",10,Williams Tower Gallery,3,2008,2018,0.91,11
2423,12051657,"[2886066, 5407465, 5695748, 8813400, 9958421, 11292812, 12310021, 14637481, 14803427, 16634461]",10,Vaughan Christopher Gallery,2,2008,2016,1.11,9
961,16425487,"[1046141, 2972674, 4935709, 6724638, 14611733, 15080099, 15215489, 15643337, 15664494, 15740602]",10,MAS Alternative Exhibition Space,2,2011,2019,1.11,9
614,3600366,"[692762, 2429267, 4291767, 4377183, 5582686, 6070647, 7400751, 12603320, 16154733, 16181487]",10,Hooks-Epstein Galleries,5,2009,2018,1.0,10
222,1976691,"[284451, 936629, 1521188, 3693860, 5710288, 7100462, 8075685, 9411814, 10247175, 12346519]",10,Project Row Houses,2,2008,2015,1.25,8
194,281330,"[228575, 1184240, 3282064, 5230945, 7280758, 8907677, 10386866, 12612040, 13614607, 16158348]",10,McMurtrey Gallery,8,2008,2015,1.25,8
1492,13093806,"[1674441, 2094830, 3907377, 4907983, 8209519, 11643090, 12218937, 14722246, 15005675, 15590502]",10,Laura Rathe Fine Art,10,2009,2019,0.91,11
733,4695405,"[830057, 841177, 1135058, 4588542, 5807047, 9025129, 9544560, 11012636, 14829013, 16106263]",10,DiverseWorks,6,2007,2016,1.0,10
1082,2438155,"[1159178, 1489036, 2494973, 8365050, 8547767, 10247175, 13112778, 14561846, 15334004, 16002145]",10,Darke Gallery,5,2007,2013,1.43,7
4844,16749439,"[7200239, 8627882, 10134168, 11977055, 13057744, 13852788, 14200403, 15080099, 15740602, 16339225]",10,Catacomb,1,2011,2019,1.11,9
2207,14839613,"[2597344, 2809148, 6423309, 8168853, 8171549, 11049883, 14350799, 14431343, 16131520]",9,Art Gallery (LSC Kingwood),2,2007,2012,1.5,6
1186,8582156,"[1298583, 2915429, 4489352, 8394145, 8643561, 11400330, 12435021, 14874837, 15963930]",9,The African American Library at the Gregory School,1,2010,2017,1.12,8
272,8200502,"[339072, 2212788, 5083861, 7192050, 8168853, 8745839, 9558594, 14042658, 16452711]",9,Gremillion & Co. Fine Art,4,2008,2017,0.9,10
45,3641296,"[80166, 682067, 1579634, 1626065, 3106899, 4942069, 5593317, 13712738, 15872959]",9,David Shelton Gallery,7,2010,2018,1.0,9
1239,8872204,"[1363751, 4312281, 8934989, 10659111, 12761522, 14907399, 15126141, 15504648, 15812488]",9,4th Floor Projects Gallery (UH),1,2007,2018,0.75,12
1665,16494915,"[1892222, 2221193, 4667402, 6184040, 9169460, 10497814, 11735699, 13094613, 15513394]",9,David Shelton Gallery,2,2008,2018,0.82,11
760,1268118,"[857706, 1110197, 3100052, 4355359, 6718445, 10268698, 12529846, 14145431, 16627500]",9,Wade Wilson Art,8,2007,2012,1.5,6
446,9565998,"[476617, 2052944, 4284944, 7111287, 7981974, 8399978, 13782492, 15364437, 16306498]",9,Avant Garden,3,2011,2014,2.25,4
1,3079814,"[13228, 47360, 168992, 6790956, 8430375, 8741704, 8869783, 12032458, 14779331]",9,Project Row Houses,5,2011,2016,1.5,6
2665,7169253,"[3225208, 4667402, 10924975, 11780573, 12870884, 12872181, 14144251, 14932085, 15671052]",9,Inman Gallery,3,2012,2018,1.29,7
1097,4581556,"[1193271, 3032639, 5193242, 7018707, 7117900, 9374220, 13669787, 14061739, 15975019]",9,McClain Gallery,4,2009,2018,0.9,10
514,14673270,"[551509, 2183593, 2290559, 2636127, 6533170, 6554356, 12869507, 14947349, 16602892]",9,Gallery Sonja Roesch,8,2007,2016,0.9,10
502,10772052,"[543861, 675870, 3582421, 10133212, 10454496, 13074678, 13715058, 14599088, 16377067]",9,Gallery M Squared,2,2009,2019,0.82,11
1631,14697812,"[1878625, 1986309, 3828341, 4153242, 4710387, 5654023, 8332018, 12546320, 15723825]",9,Moody Gallery,6,2007,2017,0.82,11
598,7376756,"[639950, 4962394, 5084099, 5654023, 8514893, 12606350, 15311069, 16284902, 16632462]",9,McMurtrey Gallery,2,2009,2017,1.0,9
2809,11796005,"[3501609, 4999850, 9559719, 9720286, 10136333, 10638868, 14598388, 14839791, 16455143]",9,SKYDIVE,2,2007,2013,1.29,7
269,14305399,"[338145, 3960620, 4369864, 6001803, 10052682, 10124409, 10559959, 13530984, 15053371]",9,Main Street Projects,1,2010,2019,0.9,10
3536,5043849,"[4803740, 6718445, 7213433, 8166309, 10840236, 11178521, 14145431, 14395235, 15837280]",9,Wade Wilson Art,7,2008,2018,0.82,11
3379,10800074,"[4494284, 6894633, 11380348, 13615589, 13939747, 14111015, 14872154, 15075018, 16055098]",9,Winter Street Studios,2,2007,2019,0.69,13
735,8337738,"[830057, 3948481, 5928928, 6264123, 10720080, 10924975, 13529980, 13621969, 14452183]",9,Hiram Butler Gallery,3,2007,2015,1.0,9
673,3497527,"[740105, 1013379, 2442965, 7071010, 10927172, 12266339, 13276688, 14280372, 15010794]",9,labotanica,3,2009,2018,0.9,10
2274,13577877,"[2684408, 3429875, 5457927, 5968431, 7116594, 8507034, 10921310, 15951757, 16554399]",9,Hiram Butler Gallery,3,2010,2014,1.8,5
1910,6280118,"[2257651, 3685874, 3763121, 4912834, 7512033, 8188654, 12100107, 15311069, 16473020]",9,Art Palace,6,2008,2017,0.9,10
2954,6143754,"[3723387, 6089345, 7139440, 8958330, 10172844, 11643786, 12170689, 12200513, 15102813]",9,Wade Wilson Art,3,2010,2017,1.12,8
3181,2865703,"[4153242, 5506264, 6284506, 6682477, 9173132, 11670011, 12849660, 15126141, 16205656]",9,BOX 13 ArtSpace,5,2007,2012,1.5,6
1907,1869821,"[2244627, 5654023, 6070647, 6102404, 6104182, 6452558, 10729913, 11649684, 12672364]",9,Hooks-Epstein Galleries,7,2008,2018,0.82,11
1180,7146879,"[1292707, 3032639, 8428178, 8666921, 10891523, 11047951, 13076547, 13344130, 14766218]",9,Hiram Butler Gallery,3,2007,2016,0.9,10
2641,16769271,"[3221081, 6125058, 6184040, 8003073, 8412029, 12066668, 12958377, 13094613, 14322988]",9,Blaffer Art Museum (UH),2,2008,2018,0.82,11
2886,8666885,"[3609138, 7364057, 7836920, 9706496, 12066217, 12100107, 13294579, 15311069, 16473020]",9,Art Palace,9,2007,2016,0.9,10
1118,2920835,"[1222721, 1225468, 6734123, 7236052, 8913911, 8994707, 9033334, 11710523, 15105611]",9,Laura Rathe Fine Art,8,2009,2019,0.82,11
360,3149294,"[397404, 9140156, 9240909, 10050018, 12283209, 12344942, 14416594, 14464807, 14695261]",9,Barbara Davis Gallery,9,2008,2017,0.9,10
2066,3766042,"[2384852, 2459666, 6682477, 8419880, 11805851, 11973600, 14709874, 14784308, 14928689]",9,4411 Montrose Special Events Gallery,1,2007,2019,0.69,13
1041,16562584,"[1132249, 4882868, 5000798, 5011530, 8576322, 10106965, 11031763, 15075725, 15492768]",9,Elder Street Gallery,2,2008,2016,1.0,9
1087,11697965,"[1159178, 1871198, 2032663, 3157377, 6659432, 8910125, 11529554, 11973600, 12326358]",9,PG Contemporary,2,2009,2013,1.8,5
3912,7767692,"[5445438, 7305171, 7995127, 9832861, 10124409, 10174044, 12407027, 12452855, 12993180]",9,Koelsch Gallery,7,2007,2018,0.75,12
644,14651878,"[710643, 3410182, 4573960, 5445137, 10124409, 10534102, 10816877, 12100107, 14144251]",9,Devin Borden Gallery,2,2010,2015,1.5,6
2322,1088992,"[2737460, 4268993, 5011530, 9395832, 11382067, 12231013, 13387967, 13894319, 14081590]",9,Deborah Colton Gallery,3,2009,2018,0.9,10
676,5632073,"[741680, 1921565, 4383885, 7903214, 8440294, 9113495, 11068871, 12870884, 15723825]",9,Moody Gallery,5,2008,2017,0.9,10
4210,3838861,"[6001803, 7727724, 8465070, 10052682, 11715762, 13255689, 14032634, 15053371, 15947841]",9,Arlington Street Studios,2,2009,2014,1.5,6
2069,13393130,"[2384852, 6682477, 7418997, 8348673, 10967719, 12901952, 14784308, 15625890, 16285791]",9,BOX 13 ArtSpace,3,2010,2013,2.25,4
1736,6007373,"[1986309, 2861957, 3882881, 6324097, 10081646, 10760950, 14472325, 14485767, 15723825]",9,Moody Gallery,7,2009,2018,0.9,10
2979,14500669,"[3783394, 5169879, 8169338, 8988242, 9478399, 11346330, 11803727, 15439489, 16720752]",9,Cindy Lisica Gallery,2,2008,2018,0.82,11
2226,2248599,"[2611301, 6267488, 8900916, 10247175, 11331698, 11803727, 13690569, 16003834, 16318889]",9,Nicole Longnecker Gallery,3,2008,2018,0.82,11
1750,14394148,"[2032458, 4494562, 8492149, 10121560, 10204106, 10531690, 11065714, 12128467, 13295336]",9,Nau-haus,2,2009,2016,1.12,8
2076,2479727,"[2398030, 5918044, 6184040, 8664882, 9811109, 11335015, 12193498, 15277847, 15740602]",9,Fresh Arts,2,2011,2016,1.5,6
2414,12616330,"[2875794, 5615140, 6246831, 8173380, 10136333, 10591116, 11650993, 13621969, 14860050]",9,Aurora Picture Show,3,2011,2015,1.8,5
1508,15022333,"[1690264, 5379541, 5506264, 6264023, 6631599, 7117900, 8169338, 14611314, 16499502]",9,Lawndale Art Center,2,2010,2017,1.12,8
1656,14291524,"[1888145, 2140980, 2237433, 3131304, 4340684, 6636770, 7131947, 9143928]",8,Foltz Fine Art,6,2010,2015,1.33,6
1348,16241360,"[1483194, 4170169, 8382289, 10045654, 10547906, 11901304, 13515061, 15963930]",8,The Gallery (HCC Central),3,2008,2015,1.0,8
397,9456275,"[432388, 710643, 4367899, 8500841, 10768878, 14180925, 15610937, 16455143]",8,Hiram Butler Gallery,3,2008,2013,1.33,6
1415,11008719,"[1551607, 1626065, 2980973, 9664898, 13370171, 13614607, 13729631, 15126198]",8,David Shelton Gallery,7,2009,2014,1.33,6
44,493167,"[80166, 1579634, 5593317, 8768605, 13712738, 13729631, 15872959, 16144803]",8,David Shelton Gallery,7,2010,2015,1.33,6
387,12736026,"[403900, 5045143, 10910555, 11099420, 11292812, 12310021, 13573266, 16372377]",8,"Museum of Fine Arts, Houston (MFAH)",2,2008,2015,1.0,8
241,1905449,"[306950, 5073135, 6587580, 9296939, 11495584, 13165011, 14291743, 14695261]",8,Barbara Davis Gallery,8,2007,2019,0.62,13
1963,16586230,"[2291469, 4025647, 5110290, 6942357, 11368227, 12242296, 15378364, 15740602]",8,Cardoza Fine Art,3,2009,2019,0.73,11
1490,14167573,"[1672207, 3429875, 6184040, 9922455, 10362458, 12299380, 14016278, 16168207]",8,Bryan Miller Gallery,3,2008,2017,0.8,10
1695,7833406,"[1933418, 2739365, 4079822, 5759946, 7892308, 9342534, 11349242, 15765536]",8,Houston Museum of African American Culture,3,2008,2019,0.67,12
3017,842995,"[3841755, 4340684, 4667402, 5908255, 9050346, 11548197, 12331938, 15572656]",8,Williams Tower Gallery,2,2007,2013,1.14,7
930,2699673,"[1022550, 2905656, 4660374, 7301626, 7398498, 8135028, 10358464, 14002042]",8,Redbud Gallery,2,2007,2017,0.73,11
251,2354950,"[328668, 534821, 1042980, 7853236, 10768878, 14652713, 14850830, 16455143]",8,Rudolph Blume Fine Art | ArtScan Gallery,4,2008,2011,2.0,4
853,7955987,"[936629, 1159178, 9474444, 10779880, 11973600, 14805046, 15504648, 16082956]",8,BOX 13 ArtSpace,2,2008,2014,1.14,7
252,9480454,"[328668, 3228316, 5522179, 13873006, 14498298, 14779357, 15725171, 16436342]",8,Hello Lucky,4,2007,2011,1.6,5
371,14367941,"[397404, 1535244, 3863774, 4776065, 12469712, 13156791, 14695261, 14782402]",8,Barbara Davis Gallery,8,2007,2018,0.67,12
711,8723609,"[779288, 2625969, 2755888, 3324796, 7676611, 9354995, 13074678, 15620415]",8,Zoya Tommy Contemporary,4,2009,2016,1.0,8
219,14859060,"[276569, 377066, 4982214, 10124409, 10981552, 12170274, 12357264, 15464998]",8,Houston Center for Contemporary Craft,2,2009,2018,0.8,10
1260,472651,"[1393616, 3109004, 10575106, 11825456, 12035449, 12836294, 13755351, 13763884]",8,Gray Contemporary,1,2013,2019,1.14,7
1024,479406,"[1110197, 4329797, 7061567, 8243028, 8657812, 12714539, 14034653, 14498185]",8,Bering Art Collective,2,2007,2014,1.0,8
634,406356,"[702983, 2201650, 3265434, 3452237, 3634271, 7132580, 13091447, 13639108]",8,Anya Tish Gallery,2,2015,2019,1.6,5
2188,9928647,"[2577901, 4907155, 5421207, 7568816, 7982927, 9068931, 10974233, 12453961]",8,Koelsch Gallery,7,2007,2018,0.67,12
575,9474201,"[607524, 4422317, 7720813, 7847305, 8078390, 9573476, 10000965, 11529554]",8,Nau-haus,3,2008,2017,0.8,10
892,15528901,"[997065, 1844447, 3960620, 5310414, 6176455, 7789372, 9200609, 9783054]",8,Rudolph Blume Fine Art | ArtScan Gallery,2,2013,2015,2.67,3
1912,11620402,"[2257651, 3532552, 6682477, 7498252, 10981552, 11787341, 14709874, 14784308]",8,Lawndale Art Center,1,2008,2013,1.33,6
122,4314694,"[131417, 339072, 2833821, 3516471, 5004328, 6070647, 13434172, 13617356]",8,Hooks-Epstein Galleries,4,2007,2019,0.62,13
3857,5972280,"[5311613, 6070647, 6998446, 9538016, 13186101, 13326041, 13894319, 14787843]",8,Hooks-Epstein Galleries,5,2007,2016,0.8,10
914,13091558,"[1019324, 1464374, 5362043, 6264123, 10924975, 11143014, 12870884, 15522302]",8,Hiram Butler Gallery,6,2007,2018,0.67,12
1916,16087249,"[2264075, 3079293, 3501609, 7920156, 10638868, 11099420, 11548197, 15942638]",8,SKYDIVE,2,2007,2014,1.0,8
1923,9699256,"[2267932, 8869783, 9104064, 9382136, 10655566, 10932253, 12473707, 13448319]",8,Project Row Houses,2,2010,2016,1.14,7
1925,8851996,"[2268032, 2272323, 9170452, 11973600, 12570366, 14498298, 14709874, 15725171]",8,Hello Lucky,4,2007,2010,2.0,4
2832,450086,"[3537672, 5654023, 10586974, 11529112, 11606100, 12725647, 15723825, 16632462]",8,Moody Gallery,3,2011,2019,0.89,9
3184,5843212,"[4157103, 5989519, 6631448, 8220927, 10136333, 15035618, 15783172, 16455143]",8,Blaffer Art Museum (UH),3,2007,2014,1.0,8
2988,9386905,"[3811255, 4126305, 8378974, 12407027, 12411063, 12452855, 13614607, 14269793]",8,Koelsch Gallery,6,2007,2018,0.67,12
2834,5127959,"[3542804, 6376849, 8078390, 11217406, 13208463, 14269793, 15069652, 15149747]",8,Koelsch Gallery,4,2008,2019,0.67,12
4578,15823181,"[6636770, 8942973, 9390508, 9403597, 10085707, 13793719, 14840319, 15723825]",8,Moody Gallery,5,2008,2019,0.67,12
982,9236534,"[1070301, 4106511, 6223245, 6379482, 11086201, 11828890, 12477748, 14983315]",8,One Allen Center,1,2009,2015,1.14,7
2957,5184822,"[3745155, 4721932, 9720286, 10124409, 14498298, 14709874, 15725171, 16503350]",8,Hello Lucky,3,2007,2015,0.89,9
885,771745,"[997065, 2032458, 2413310, 3590559, 6684006, 9477310, 13490175, 14913945]",8,Rudolph Blume Fine Art | ArtScan Gallery,1,2009,2017,0.89,9
1284,4307818,"[1423946, 5868029, 6070647, 6718631, 11593664, 13614607, 13938915, 14695289]",8,Hooks-Epstein Galleries,6,2008,2018,0.73,11
2283,13151572,"[2705398, 6001440, 6127073, 11643786, 12170689, 12325900, 13057869, 16049259]",8,McWhorter Gallery,4,2009,2012,2.0,4
3287,12041060,"[4340684, 8155827, 8680478, 10497814, 12612040, 14384858, 14928689, 16003834]",8,Williams Tower Gallery,2,2009,2018,0.8,10
1799,13351447,"[2088886, 2915429, 2964982, 3405508, 3553291, 13298055, 14353167, 15027468]",8,War'hous Visual Studio,3,2011,2016,1.33,6
1362,15901291,"[1512374, 2291469, 4025647, 4524664, 11368227, 11385478, 12826899, 13731933]",8,Lawndale Art Center,2,2008,2016,0.89,9
31,1858841,"[57361, 1922342, 2132508, 5676482, 6245686, 9381645, 14206760, 15071700]",8,Archway Gallery,2,2009,2019,0.73,11
5597,3961188,"[8806393, 10559992, 10809035, 12119618, 12661905, 13746121, 14974964, 15588597]",8,Sicardi | Ayers | Bacino,5,2014,2016,2.67,3
1248,6072152,"[1372300, 4153242, 7040869, 9016219, 10662205, 11310277, 11726435, 14695261]",8,Barbara Davis Gallery,7,2008,2018,0.73,11
2376,4228257,"[2821179, 2822906, 4439911, 7460950, 7465155, 10072115, 11606100, 13394731]",8,East End Studio Gallery,3,2008,2016,0.89,9
1867,2165450,"[2183593, 5529898, 5567598, 6001803, 10052682, 13153345, 14144251, 15053371]",8,Williams Tower Gallery,2,2007,2013,1.14,7
4104,2264129,"[5854837, 6335590, 7948185, 8026344, 10329804, 12041720, 15441098, 16336745]",8,Darke Gallery,2,2008,2019,0.67,12
1245,12448637,"[1371817, 3895003, 6184040, 8664882, 10341374, 12464025, 13871635, 15740602]",8,Cardoza Fine Art,3,2013,2016,2.0,4
535,211814,"[570398, 1025367, 3747702, 4741973, 6184040, 12542581, 13016494, 14515787]",8,The Joannex,2,2008,2016,0.89,9
2788,5243756,"[3435508, 4534760, 4951989, 5643196, 6682477, 7512033, 8610635, 16143830]",8,BOX 13 ArtSpace,4,2010,2016,1.14,7
645,15947462,"[710643, 1042262, 2210108, 4153242, 5666778, 11039915, 12944453, 15311069]",8,Art Palace,3,2007,2017,0.73,11
3,9052742,"[13793, 2460931, 4982214, 5130465, 6070647, 7367880, 10166895, 11631059]",8,Hooks-Epstein Galleries,5,2009,2017,0.89,9
1361,12388894,"[1512374, 2799571, 6184040, 7061273, 8990200, 12023408, 12826899, 14331667]",8,Lawndale Art Center,3,2010,2013,2.0,4
1195,4490803,"[1312401, 2950279, 11267384, 12576000, 13688663, 14252545, 16168207]",7,Bryan Miller Gallery,3,2008,2019,0.58,12
2549,1621059,"[3086528, 8465070, 9181393, 10052682, 14498298, 15725171, 16503350]",7,Hello Lucky,3,2008,2015,0.88,8
1716,9216238,"[1970213, 6524622, 7228432, 7444608, 7465155, 11606100, 15526550]",7,"Museum of Fine Arts, Houston (MFAH)",3,2010,2014,1.4,5
362,3718101,"[397404, 1516591, 3139580, 3346366, 7436505, 8003912, 10907375]",7,Nicole Longnecker Gallery,4,2011,2019,0.78,9
2868,13112279,"[3582421, 6956904, 10133212, 10454496, 11643786, 12170689, 15963930]",7,Gallery M Squared,2,2009,2011,2.33,3
1459,9869549,"[1619339, 3191200, 5733040, 8500841, 11586513, 12556783, 16253771]",7,Deborah Colton Gallery,4,2009,2018,0.7,10
5346,6064015,"[8198813, 8391182, 9862705, 11814509, 12140225, 15182613, 15787708]",7,Cardoza Fine Art,2,2014,2019,1.17,6
